20	437	1
20	468	1
20	620	2
20	699	1
20	782	1
20	970	3
21	53	1
21	242	1
21	350	2
21	353	3
21	501	1
21	777	2
21	792	2
21	842	1
21	874	2
21	997	2
22	21	2
22	80	1
22	142	2
22	158	1
22	170	2
22	458	1
22	677	1
22	845	3
22	874	1
22	954	1
23	79	1
23	166	4
23	313	3
23	622	3
23	775	1
23	848	1
23	875	1
23	899	1
23	905	5
23	938	4
24	179	2
24	236	2
24	252	4
24	568	3
24	580	4
24	706	2
24	731	3
24	845	1
24	915	2
24	980	2
25	97	3
25	112	3
25	213	4
25	271	3
25	282	3
25	669	3
25	801	3
25	895	3
25	952	3
25	963	3
26	284	1
26	336	4
26	369	1
26	401	1
26	448	5
26	505	3
26	562	1
26	706	2
26	748	2
26	784	1
27	110	3
27	130	4
27	301	3
27	303	4
27	364	3
27	469	2
27	527	2
27	866	5
27	875	1
27	931	2
28	57	4
28	194	5
28	297	2
28	360	2
28	475	4
28	514	3
28	560	2
28	695	1
28	916	2
28	925	1
29	61	3
29	71	2
29	102	4
29	120	3
29	270	3
29	505	2
29	592	2
29	716	4
29	732	2
29	761	1
30	118	1
30	169	2
30	255	5
30	287	2
30	326	3
30	328	1
30	341	4
30	360	1
30	456	1
30	550	1
31	301	1
31	460	2
31	501	1
31	607	1
31	660	1
31	713	4
31	752	1
31	794	1
31	940	1
31	993	1
32	52	1
32	73	1
32	101	1
32	561	1
32	619	1
32	698	1
32	784	2
32	908	1
32	946	3
32	979	1
33	45	2
33	238	3
33	260	3
33	407	2
33	552	3
33	607	1
33	726	1
33	755	2
33	904	4
33	980	3
34	64	3
34	116	3
34	309	3
34	347	2
34	397	2
34	534	3
34	570	2
34	810	2
34	824	3
34	941	2
35	38	2
35	86	3
35	124	3
35	216	1
35	246	3
35	481	1
35	516	3
35	555	3
35	643	2
35	657	2
36	9	2
36	93	4
36	115	2
36	255	1
36	416	1
36	508	4
36	560	2
36	580	1
36	620	1
36	900	1
37	129	1
37	226	2
37	436	1
37	655	1
37	722	1
37	770	1
37	839	1
37	915	1
37	928	1
37	949	2
38	12	4
38	78	5
38	134	3
38	197	1
38	221	1
38	353	2
38	375	1
38	546	1
38	781	3
38	946	4
39	133	3
39	179	1
39	363	1
39	434	1
39	570	3
39	614	2
39	703	2
39	873	2
39	941	1
39	947	1
40	23	1
40	99	2
40	244	2
40	258	1
40	520	3
40	578	1
40	669	1
40	732	1
40	801	1
40	918	2
41	42	2
41	105	1
41	129	1
41	167	1
41	216	2
41	256	1
41	321	1
41	409	2
41	911	1
41	1000	1
42	87	1
42	109	1
42	169	1
42	177	1
42	185	1
42	295	1
42	496	1
42	744	1
42	882	2
42	954	1
43	48	1
43	121	2
43	125	3
43	469	4
43	506	1
43	702	1
43	820	2
43	841	1
43	872	1
43	902	1
44	53	1
44	179	1
44	259	1
44	283	5
44	568	2
44	656	3
44	781	5
44	839	1
44	921	2
44	951	2
45	31	1
45	108	1
45	415	1
45	464	1
45	553	1
45	617	1
45	667	1
45	710	2
45	789	2
45	814	1
46	96	1
46	266	1
46	343	5
46	346	2
46	569	2
46	644	1
46	723	4
46	741	5
46	764	4
46	844	3
47	162	1
47	229	1
47	419	2
47	432	1
47	497	1
47	759	3
47	794	1
47	801	2
47	970	1
47	998	1
48	3	2
48	36	1
48	240	2
48	279	2
48	346	2
48	460	2
48	529	2
48	752	2
48	843	2
48	862	2
49	27	1
49	43	1
49	103	1
49	163	1
49	241	1
49	392	1
49	561	2
49	594	3
49	901	1
49	909	3
50	18	3
50	152	1
50	273	1
50	308	1
50	329	1
50	360	1
50	741	2
50	936	3
50	951	2
50	978	1
51	54	3
51	244	2
51	322	1
51	355	1
51	535	1
51	560	1
51	620	1
51	826	1
51	906	3
51	973	1
52	43	1
52	66	1
52	228	1
52	291	1
52	333	1
52	522	1
52	648	2
52	700	1
52	912	4
52	931	1
53	5	2
53	57	2
53	164	1
53	181	1
53	447	1
53	511	1
53	580	1
53	619	3
53	698	1
53	840	2
54	31	2
54	156	3
54	404	2
54	517	2
54	531	2
54	540	3
54	548	2
54	613	1
54	712	2
54	1000	2
55	99	1
55	195	1
55	251	1
55	292	5
55	623	1
55	630	1
55	689	3
55	773	4
55	838	3
55	911	3
56	91	1
56	219	1
56	222	1
56	322	1
56	481	1
56	528	1
56	534	2
56	754	1
56	863	1
56	904	1
57	60	1
57	331	3
57	465	1
57	570	1
57	650	3
57	709	3
57	718	1
57	735	1
57	752	3
57	923	3
58	19	2
58	76	2
58	159	2
58	393	2
58	546	2
58	606	2
58	692	2
58	799	2
58	844	2
58	974	2
59	101	1
59	405	1
59	439	3
59	462	1
59	476	1
59	741	1
59	772	1
59	792	1
59	823	1
59	941	1
60	43	1
60	209	1
60	329	1
60	468	1
60	568	1
60	595	1
60	644	1
60	745	1
60	810	1
60	951	1
61	14	4
61	119	3
61	194	3
61	206	3
61	463	5
61	806	2
61	809	3
61	821	2
61	882	1
61	979	2
62	22	2
62	44	2
62	98	3
62	192	3
62	226	2
62	237	2
62	536	2
62	799	2
62	804	2
62	882	1
63	95	1
63	159	1
63	196	2
63	206	2
63	341	3
63	474	2
63	561	1
63	665	3
63	785	2
63	849	3
64	67	2
64	292	2
64	460	2
64	572	2
64	576	3
64	626	2
64	716	2
64	913	2
64	939	1
64	948	2
65	64	1
65	147	1
65	276	1
65	331	1
65	525	1
65	587	1
65	656	1
65	710	1
65	951	1
65	959	1
66	139	2
66	262	3
66	269	4
66	421	3
66	461	4
66	620	2
66	775	2
66	809	1
66	831	3
66	846	3
67	186	1
67	244	1
67	435	1
67	537	1
67	627	1
67	839	3
67	862	1
67	867	3
67	904	1
67	910	3
68	132	2
68	153	2
68	222	2
68	303	2
68	318	3
68	451	1
68	499	1
68	538	2
68	642	3
68	887	1
69	210	5
69	256	5
69	320	4
69	324	4
69	534	5
69	547	4
69	621	4
69	829	4
69	925	3
69	952	5
70	44	1
70	433	1
70	529	1
70	594	1
70	764	1
70	789	1
70	929	1
70	933	1
70	960	1
70	967	1
71	248	1
71	258	1
71	316	2
71	529	1
71	580	1
71	717	1
71	780	1
71	886	2
71	961	1
71	985	1
72	63	2
72	68	2
72	92	2
72	116	2
72	166	3
72	311	3
72	455	4
72	668	3
72	701	2
72	844	4
73	72	2
73	203	1
73	304	5
73	505	3
73	602	4
73	606	2
73	828	2
73	835	3
73	860	2
73	891	3
74	15	1
74	48	1
74	98	1
74	168	1
74	232	1
74	246	1
74	400	1
74	533	3
74	835	1
74	891	1
75	98	2
75	201	3
75	269	4
75	296	2
75	337	3
75	378	3
75	410	3
75	511	2
75	862	2
75	863	2
76	18	1
76	194	2
76	211	1
76	239	1
76	323	1
76	473	1
76	495	1
76	598	1
76	614	1
76	915	1
77	59	1
77	153	4
77	233	2
77	430	1
77	457	4
77	465	3
77	774	4
77	819	2
77	926	1
77	927	3
78	22	1
78	137	1
78	170	1
78	257	1
78	265	1
78	267	3
78	396	4
78	623	2
78	717	3
78	834	1
79	381	1
79	436	1
79	516	1
79	532	1
79	591	1
79	613	1
79	731	1
79	807	3
79	881	1
79	935	1
80	235	3
80	279	1
80	291	1
80	419	2
80	441	2
80	485	1
80	503	1
80	524	2
80	809	1
80	945	1
81	166	1
81	303	1
81	341	3
81	348	1
81	490	1
81	542	2
81	683	1
81	829	2
81	910	1
81	985	1
82	83	1
82	94	4
82	216	1
82	266	1
82	273	1
82	448	1
82	638	1
82	662	2
82	756	2
82	798	1
83	30	2
83	98	1
83	156	1
83	281	4
83	444	1
83	470	2
83	582	1
83	707	2
83	727	1
83	862	2
84	1	4
84	36	2
84	61	2
84	136	2
84	228	2
84	656	1
84	664	2
84	719	2
84	774	1
84	843	1
85	62	3
85	159	5
85	354	2
85	396	5
85	407	2
85	415	2
85	461	1
85	662	3
85	898	4
85	999	1
86	166	2
86	216	1
86	243	1
86	269	2
86	273	2
86	405	3
86	564	1
86	626	2
86	875	2
86	952	3
87	100	2
87	218	1
87	275	2
87	400	2
87	428	2
87	666	2
87	746	3
87	852	2
87	867	3
87	913	3
88	51	2
88	105	2
88	127	4
88	219	2
88	368	1
88	373	4
88	397	1
88	512	1
88	847	1
88	994	1
89	183	1
89	219	1
89	227	1
89	285	1
89	449	1
89	588	1
89	686	2
89	700	1
89	766	1
89	841	1
90	124	1
90	181	5
90	223	3
90	559	3
90	608	2
90	631	4
90	645	4
90	688	4
90	689	1
90	913	2
91	82	1
91	137	1
91	406	1
91	415	1
91	434	1
91	479	1
91	575	2
91	595	1
91	737	1
91	766	1
92	50	3
92	301	1
92	312	2
92	472	4
92	552	3
92	558	1
92	590	2
92	603	2
92	814	2
92	841	1
93	97	1
93	151	2
93	153	4
93	349	4
93	386	3
93	486	4
93	585	3
93	657	1
93	735	1
93	993	1
94	1	1
94	48	1
94	92	1
94	110	1
94	174	1
94	253	1
94	320	1
94	354	1
94	594	2
94	733	1
95	97	1
95	107	1
95	153	2
95	178	1
95	273	1
95	319	3
95	460	1
95	586	1
95	655	1
95	967	2
96	21	1
96	74	1
96	203	1
96	430	1
96	503	3
96	516	1
96	703	1
96	764	1
96	971	1
96	986	1
97	34	1
97	71	1
97	144	1
97	391	1
97	431	1
97	515	1
97	527	1
97	563	1
97	763	1
97	825	1
98	92	2
98	96	1
98	207	1
98	422	1
98	441	3
98	521	1
98	582	2
98	752	1
98	788	1
98	805	2
99	202	1
99	325	1
99	475	2
99	597	2
99	600	1
99	610	1
99	693	1
99	709	1
99	818	2
99	873	1
100	34	4
100	260	3
100	271	2
100	304	3
100	377	2
100	530	3
100	612	3
100	761	1
100	795	4
100	874	3
