@metric_space vector
item80 4.22532 0.72372 -7.87107 -4.30043 1.05635 7.30327 4.63329 -4.01933 -8.92623 -9.48755 7.40323 6.26305 5.94749 0.00780721 3.43733 2.78243 6.72744 -8.49882 4.78923 2.86625
item79 -5.64099 0.999338 0.083515 -2.82152 -3.40376 8.92094 -3.59442 1.21322 9.7832 2.82868 -1.01098 4.00852 -6.4476 1.11794 9.70809 4.60875 -1.57879 4.34138 -9.41058 -0.50502
item78 4.85383 7.99265 -4.24197 0.801317 -1.99954 9.19536 -6.41626 -5.2721 -9.30346 8.37297 7.59414 -4.94444 -0.627692 -2.32234 2.23404 5.96855 -3.4014 8.63962 -2.81823 -3.6182
item77 1.4683 6.17078 -9.60968 5.02071 -2.71128 -9.90159 -0.370539 5.70993 4.43979 0.218883 -4.79509 -0.706379 -1.78846 0.962942 -9.90506 6.21199 0.158303 -6.32132 -9.06011 0.854847
item76 -7.94835 8.53404 5.9104 1.42396 -3.7883 -1.85556 -2.6075 2.81029 -3.21594 4.57427 9.19209 8.25237 0.745053 9.58242 3.27307 8.03378 9.68083 -7.09746 3.74371 4.12062
item75 3.12142 8.94862 -6.58576 -8.66705 -0.0884327 -6.49082 7.54495 -9.93013 -2.81214 8.48484 0.924717 -0.760488 7.01888 -3.16488 -9.33653 -6.76943 4.97956 -1.94403 6.04086 -8.23638
item74 -7.36976 5.23296 -9.98401 3.3753 4.81537 3.28906 1.40907 4.4962 6.1916 -4.84721 -1.38317 -0.686981 -5.89859 2.03107 0.645973 4.01298 5.54025 -1.80908 4.08285 -7.27189
item73 -3.32424 -4.99244 1.96763 -6.30536 1.84268 2.63109 -3.07479 -3.17776 -9.31293 -7.03392 -1.41413 -6.68269 8.19903 -1.39814 6.69261 3.01441 -8.10908 -1.89832 -2.48939 8.08252
item72 3.25446 6.12744 -2.60446 7.35588 -1.84149 8.04152 1.36885 -6.30124 -3.76756 -4.5483 -3.57312 2.9082 0.459266 8.3945 6.60284 -7.69805 1.0256 -6.47195 -0.875805 1.71266
item71 -3.50588 7.71006 5.02997 -5.30684 -3.68808 1.72258 7.70757 -1.79716 9.82426 -4.78182 -3.71463 3.07872 -8.65438 3.68091 0.434596 -0.49587 1.72243 -8.19655 3.20289 7.95486
item70 -2.74485 9.62977 0.863061 7.71442 8.02427 -2.5341 -9.98363 -0.950136 0.993947 -0.859439 -9.23747 7.48807 -3.14938 5.7925 -7.81877 3.16254 -2.48492 9.8888 -8.63461 -2.66067
item69 -4.89302 -2.34924 -9.58195 -3.5474 -8.66833 0.852648 5.95673 3.05409 2.6561 -0.840382 1.00895 9.91125 -1.21062 -8.12798 7.62567 -3.18635 -0.662086 7.64203 5.86352 -9.66814
item68 -3.21741 6.62604 7.81993 3.63322 2.41854 -9.99884 -3.20424 9.93362 9.88996 -1.83885 -2.72705 -5.00307 5.81191 -2.309 1.44953 7.14357 8.54365 -2.59374 0.197666 1.19974
item67 6.56587 -8.79338 1.11099 -4.64474 -6.92136 -1.26334 2.16891 2.41655 -3.62131 -1.96757 2.74841 3.16128 -5.34153 0.568341 -3.2055 7.07701 0.569501 3.59026 7.01062 0.459457
item66 -8.24859 -5.71643 5.45639 7.56331 1.97457 -3.09408 4.70689 0.518215 4.31217 -5.09545 -8.28204 0.878048 -3.88883 2.82895 6.23331 -0.810191 -8.43439 -1.59778 -8.39364 -2.0557
item65 6.43464 4.35477 -8.89442 -8.90689 -5.07689 -2.09992 8.17012 5.49261 -8.50967 5.18074 -4.04793 -6.75826 9.46431 -8.59154 -9.19495 1.43888 -1.68562 5.51194 -8.04291 -7.37345
item64 -9.58351 -6.32495 3.5046 -3.47233 6.504 -0.262095 5.71748 8.06961 8.14012 7.32384 -3.98609 4.57476 1.6786 -2.88051 5.66787 6.60171 5.01957 3.83799 2.09432 6.50991
item63 -0.981273 8.04639 9.75165 -1.51696 9.45485 -9.4433 9.92192 -2.23078 6.06864 -8.12099 0.395775 6.48514 -4.44594 -6.09963 -6.98719 -7.94193 3.63828 8.73028 -9.87232 1.7784
item62 6.05412 -3.85841 -3.64684 -2.26728 3.26109 -7.97897 -5.66556 -1.71934 5.85902 6.42876 -5.20944 -5.12226 4.47516 -5.45779 3.36078 3.93 -4.90109 3.2827 -8.30077 -8.83245
item61 5.16171 2.095 7.65269 -9.28423 5.99538 -9.3345 -7.22617 -0.366345 9.39578 -7.09849 -8.58795 5.4499 -0.956896 -2.23479 -6.81738 -7.69581 -0.213755 -2.48294 0.584848 -4.35474
item60 -6.05418 5.37541 0.523006 8.42098 9.91762 -6.11621 2.35098 -4.98347 7.16648 4.05021 -3.81592 2.32819 -3.85479 -6.16322 3.04395 -7.85941 -5.49773 5.81779 1.77424 -6.10195
item59 8.7193 3.1863 9.34795 -2.2376 -9.04849 -7.46943 0.0665904 0.737758 0.0476312 -9.34856 6.38302 3.99345 6.02685 -3.09397 2.41443 5.94447 0.789812 -5.23458 -9.039 -2.0437
item58 8.81563 -2.85492 -9.71552 -5.03916 0.981858 3.32844 -2.89857 5.48413 -0.853776 8.87567 9.38218 -2.13448 2.06197 8.73013 5.62792 3.01349 -8.7393 -4.30549 -6.24876 1.30833
item57 -3.65405 -9.86574 -4.69821 -7.6272 -2.95971 7.71622 8.31727 7.8301 -7.51836 9.27826 -4.2136 -8.70274 -3.57665 -3.92912 -3.7419 7.4052 9.39932 3.35953 2.88933 -1.45446
item56 2.23521 2.27151 6.41106 -5.70282 1.00164 2.03898 7.31066 2.26234 7.73349 -8.93809 -6.42933 -5.92056 -8.80383 -1.12754 -3.54776 -1.76354 -3.41132 -5.2305 -3.93343 -0.929683
item55 -5.95223 1.85296 0.367579 0.471115 7.92385 6.62568 -2.12368 7.32316 -0.0147871 -9.23435 -4.13129 -7.77958 3.03717 -7.72023 -3.4824 -5.96119 4.31875 -6.17174 6.30115 2.05225
item54 -5.10983 9.87183 6.13169 -3.91366 -1.25571 -7.41607 4.32281 5.33297 -2.64657 -9.61062 -5.59672 1.4012 2.24234 4.77086 -8.12768 0.166186 1.39654 -0.251366 -2.51065 -8.61824
item53 0.514287 3.35806 -6.39782 -6.44855 5.63783 0.119772 -2.40974 -0.0434206 3.94803 -6.10859 -7.99117 8.8382 -6.23676 8.14051 -5.07545 2.50753 -9.27556 9.24735 -2.1595 -1.92213
item52 9.63673 2.24378 9.47907 1.87907 -2.98536 -8.64861 -7.95474 8.41119 1.10002 -0.465392 9.79295 -8.38569 -7.10733 -6.60488 -4.83424 8.53049 3.51489 2.75603 -1.51293 -2.53708
item51 6.64744 0.495897 -3.69887 -9.58932 -1.36359 1.22567 2.91821 -0.639149 0.473027 -9.2413 7.43872 0.109756 3.00248 6.9178 -8.01117 -9.98287 8.26918 -5.96592 8.42831 -0.630794
item50 3.56869 8.22126 0.983516 6.46136 -8.38362 6.14928 4.99185 5.13127 -1.0947 -6.52108 -7.4058 -4.44726 3.97482 -1.10468 -4.03658 -7.38877 -9.879 8.88163 1.97208 0.594023
item49 9.64034 -0.589197 -9.29622 2.64282 -3.6714 -7.30739 2.65995 -5.40222 -3.27331 1.08826 3.96699 -9.70462 -0.690475 -5.0495 6.75674 0.925906 -8.90022 1.74859 -3.94282 0.0050856
item48 5.22751 -1.34862 5.55783 -0.797671 7.5467 -8.47875 1.81356 7.6677 -9.59711 -6.21436 -1.73828 -9.95678 3.19644 -1.0345 2.68605 9.52504 1.65811 -4.654 -5.87718 8.3848
item47 6.43426 8.08981 8.68018 -4.25621 -6.95968 5.43692 6.66969 -5.8599 -2.81449 -7.27313 4.14518 -7.58698 1.37825 -0.296987 1.61534 -1.07505 1.22427 -6.5711 -3.40735 1.62715
item46 -2.78546 4.85437 1.67038 -9.58902 -6.18013 -5.64358 9.93602 5.47798 -0.297579 -5.94115 3.86278 -3.86332 -7.85134 2.54296 1.88047 -4.81102 -2.02012 -1.44984 -0.670926 5.16538
item45 1.27704 -6.52574 7.5784 -7.34471 3.17727 -0.806257 1.58024 -5.59846 2.62265 8.17289 6.02869 9.83719 3.02726 -2.30094 -9.75183 6.84713 2.05549 -9.81581 2.32511 -8.24209
item44 -5.75696 -3.81211 -2.10541 -3.6083 8.73085 9.77506 1.58068 -3.28927 -1.67477 -9.09025 -8.12389 9.60226 -5.61599 9.45451 -7.74245 7.56128 -1.35175 3.83779 -8.03718 -8.72911
item43 2.01068 7.9915 -8.89192 -4.96206 -4.30943 -8.64375 -8.11493 7.74606 -8.45955 4.21018 9.50396 -4.21651 -9.60193 -2.60144 2.17519 9.12892 -2.82638 -6.24413 -4.16035 5.49885
item42 -5.33438 -2.28424 5.10111 -0.950377 -2.82974 7.35866 -3.3891 5.81851 1.19645 -1.42628 7.08941 -6.79288 -3.43478 8.19749 -1.75494 2.25579 9.55374 0.130125 0.001848 -8.90581
item41 -5.65969 -0.494187 -3.12232 -5.26162 6.90437 9.05287 -6.1327 -5.92201 -7.19126 -0.293045 9.57683 -2.52565 7.42271 4.67794 6.52397 -5.40702 2.0366 -6.86512 -9.58851 -6.76696
item40 1.7086 7.5009 -3.55983 8.27382 5.69839 4.68522 0.52961 5.25213 -5.18465 -9.46854 6.34632 -0.844345 0.0372706 -6.776 3.89404 -3.05836 -7.72313 7.76134 1.01963 -4.91439
item39 -2.5317 0.596459 2.55996 -5.10899 -4.7256 -0.916066 -0.516011 7.311 2.21881 -0.104518 -9.45596 -6.07259 -2.60362 -3.01579 -7.79878 -6.90523 -8.33057 2.73083 8.3469 -3.51522
item38 3.26229 4.69323 5.64044 -6.70044 7.91723 -0.465528 0.241202 -9.8059 -2.70419 -8.73917 -4.72029 4.76411 1.85729 7.83967 9.65512 7.13169 -3.0764 -0.860891 4.44269 9.14241
item37 9.03459 4.98673 -6.93018 -3.56903 -8.02906 -4.72896 -0.474257 -6.35963 8.00188 -2.12735 0.125152 1.26417 -7.43413 -4.23441 4.56373 -9.5169 5.30006 -5.19506 -9.3228 -7.40413
item36 -3.93423 -4.04309 7.35998 7.92305 -6.20342 7.0151 5.05474 0.720187 -3.84579 -0.502568 -0.137399 -4.8112 -5.51584 2.93242 1.61978 -3.5449 8.20347 -8.85448 0.0954743 6.20535
item35 -0.981836 -9.77937 -2.53048 1.58404 -4.01378 -7.96675 2.06714 -8.71372 -3.16181 2.74434 -6.11785 2.90395 8.70125 -8.75787 0.827009 -7.50216 8.25724 -4.11825 3.21802 -5.58855
item34 5.37918 -6.91938 -0.399749 9.86335 6.01305 -8.77997 -3.68155 4.21651 -7.63446 6.41392 0.421858 1.38371 6.63455 7.89138 -7.03225 -7.37923 9.92463 5.03488 -6.09296 -3.23719
item33 -2.22078 -2.21081 9.66677 -3.51953 -0.968677 0.493777 -1.02169 -2.71144 6.37553 -7.80367 1.70001 1.75471 -4.72304 -8.69974 1.61806 -8.71 -7.47971 7.93651 5.50651 -5.11417
item32 4.35043 -4.07163 6.26954 0.984985 -6.18025 9.23729 3.60575 -6.25563 4.27217 7.51279 0.507187 -7.94861 -4.69802 0.173955 -1.46813 4.33331 -9.33227 7.51018 -8.37813 7.04326
item31 9.70651 3.32187 -1.20202 -5.01654 4.62213 -9.58396 -3.72654 7.14242 8.35255 -8.22002 -7.97175 2.70298 -2.29165 8.29779 -6.31203 1.52809 7.53507 7.29372 5.27246 1.80724
item30 4.80651 -4.22035 3.85863 -9.89151 5.95361 -7.6095 4.4418 6.62134 9.90067 6.06366 3.6646 9.60718 -0.614466 -7.53742 -5.40936 -5.99233 -7.12139 0.864107 -8.84992 -8.76884
item29 2.64408 -6.82167 3.93414 -9.64757 -8.52388 7.62211 1.88052 9.01119 4.91583 -2.84701 0.818435 -0.277663 2.93264 -5.32293 -0.169173 -1.11375 -2.93243 -5.72738 -4.49241 -3.03176
item28 -9.66371 9.17219 -3.42458 -0.27818 -8.36524 1.16606 3.72949 -5.48662 -7.96983 4.87957 -4.25546 4.67425 8.0579 9.67869 5.02668 9.53402 7.3008 -3.09279 8.54522 2.21663
item27 4.06019 -0.636347 -8.06104 -3.00717 4.04072 1.76979 5.87908 -8.89171 6.04241 -8.61333 -1.92347 6.3787 -9.44115 4.65195 -3.89948 -7.80638 -4.18199 9.83001 -3.293 -2.15182
item26 4.70958 2.45154 -7.47757 2.76748 2.13022 7.54912 2.3015 -0.56898 -5.54367 0.84672 -8.35235 8.51652 -9.78963 -6.41339 -4.49064 4.25109 5.3564 -8.61156 5.35938 1.39881
item25 -7.2249 -6.5641 -2.22249 -6.66605 8.08785 3.87803 -4.47243 -6.09414 3.70803 2.23457 1.75404 -1.58239 -5.3139 4.27647 -8.81491 6.81633 1.82559 3.48659 -3.75265 6.28192
item24 -5.66669 -2.10501 4.79844 -5.45632 1.4816 -9.6922 8.79477 -3.162 -8.30377 4.15415 8.23681 -5.52867 7.59006 -3.98569 -2.19471 5.67791 9.89234 3.33286 9.58377 3.60037
item23 -4.43258 1.3378 -7.98202 0.253526 -4.38572 -6.79693 -2.93015 7.43987 6.68966 3.3172 3.72179 -8.97704 -8.78781 -1.47977 -4.43335 2.69379 -1.17197 -5.63858 9.53179 0.524261
item22 8.51557 7.76859 4.99559 6.10563 -6.21709 -7.19912 1.78354 -6.32475 6.13374 1.3673 7.27562 -8.29884 -7.29489 9.2936 1.95469 -1.68061 -7.50333 9.02454 -4.24074 9.18632
item21 2.34174 9.48105 -9.79071 3.55393 -1.99872 -4.22407 -3.75228 6.8293 0.137353 -4.2205 -2.64643 -1.34707 -6.45191 -7.65084 -5.24144 -2.669 -4.84996 6.5421 1.00624 -8.71622
item20 -2.0906 -1.71814 -7.01506 0.614512 -2.42454 4.93963 8.9339 0.0721296 3.96417 -5.30685 -0.741548 -3.69409 -5.8258 -0.532261 9.85984 2.17548 5.24367 -3.89244 -0.995219 -4.61897
item19 1.88706 6.35835 4.03395 5.43515 8.70751 8.79251 -7.23385 -6.14245 5.33461 3.77239 -4.85867 -6.75598 -7.94574 -1.87373 3.85853 -0.370281 -6.93409 2.79243 9.70185 7.03008
item18 7.48558 -1.0397 -6.66401 -8.34022 8.42804 -6.80417 3.83526 3.67171 -0.696617 -7.15996 9.05274 -8.80956 9.19838 3.08669 6.62559 7.90589 1.8792 9.39174 -8.23656 -2.78618
item17 3.16413 -3.09523 0.457833 5.21839 5.03104 -5.68364 -5.15189 8.09695 7.10879 -5.45004 5.12703 4.59437 3.51026 8.46302 6.25415 1.9383 -8.34115 0.0894037 -4.38999 0.96223
item16 2.92944 -5.33725 2.15267 2.12782 7.74944 -1.22174 0.0337128 -0.371353 -1.83 1.79715 6.84246 -8.66587 8.70192 -2.6997 6.55252 3.73296 1.61666 -8.59937 1.82991 -1.27455
item15 -4.04941 -3.04306 -6.68019 9.46085 -4.58004 9.57396 1.39915 -2.92119 -0.336635 7.00916 8.04104 -7.40719 -8.32809 0.193709 4.72063 9.42135 8.97197 -5.24566 -0.950004 -2.85803
item14 6.55149 -4.10754 -1.5239 5.25341 3.19276 -4.97138 -1.01363 -5.19058 -3.57075 -9.18371 3.53486 2.37984 -2.22677 6.85467 1.84069 3.19319 6.42864 -6.76017 -9.728 -3.908
item13 -9.75101 8.31304 -1.3152 -8.0791 -1.49325 -6.59457 -8.65775 -2.52128 -1.84022 0.392245 4.62069 -5.28873 6.2847 -6.90321 9.96468 -0.522538 -1.87459 -1.04895 4.28688 4.55467
item12 -0.232663 -2.17826 -3.06549 7.54056 -5.32359 8.7752 0.733754 -8.89495 -7.98497 1.00575 -2.80295 -7.73598 -0.681208 5.88185 -5.81508 7.82554 9.28729 -4.47283 -4.69574 -2.55294
item11 5.91941 9.92494 2.15833 2.20412 -6.97827 2.12301 -8.31842 1.14715 -8.92594 5.96846 -4.29819 0.841394 -6.2098 2.63632 -1.61804 -1.53339 1.41152 9.11571 -0.428344 3.42655
item10 0.121467 6.7687 5.69057 9.44026 2.65056 9.87549 7.2658 1.93784 -4.59734 -7.42994 9.3849 -8.67793 -7.505 1.54323 3.52619 -4.48327 -6.33376 5.20777 6.66388 -5.25971
item9 1.17623 -7.63431 5.58169 4.96643 5.00202 -6.03635 -6.56696 -3.58646 -6.92064 3.00469 9.84009 3.20083 -0.226605 5.53066 2.64109 -7.57605 5.40615 -0.0931156 4.36179 -9.19119
item8 2.47694 3.74669 -7.86912 4.97194 -4.71008 5.65707 -9.51133 -1.04384 0.864847 7.15255 3.69645 -7.95892 9.51825 -0.721862 7.0075 4.52026 3.24178 -9.55946 -9.0662 6.32114
item7 3.44523 -9.22612 -0.478029 -6.78137 6.30454 -7.83694 -4.35742 1.71069 2.06994 -9.99563 2.5195 -5.45312 3.75106 4.65038 9.51882 9.04099 0.307453 -9.99251 -2.00286 -8.8277
item6 7.16005 -8.30641 -6.78662 6.6783 0.971733 -9.77912 1.19856 -5.78648 -9.33858 2.13236 -9.46534 4.10665 2.90624 0.0566328 7.32528 -0.789218 2.21969 -7.03214 -9.07853 -5.71037
item5 -7.02777 3.44097 -1.16349 6.72329 -1.90865 -1.64467 5.76428 8.3988 -1.63717 -6.23858 9.5711 -4.47712 -4.54498 -7.21552 -7.79883 6.42675 -6.99464 3.39973 -9.35973 -6.33322
item4 -4.46791 -8.82507 7.77343 8.43833 1.23156 5.09871 -2.35089 -6.54875 8.06657 -1.42942 -2.25912 -8.9612 -7.98845 6.57739 7.76209 0.102893 -5.06727 3.52637 -1.49831 3.29556
item3 7.28779 -1.92721 8.81843 -7.25719 0.85727 -8.9804 9.16956 3.86263 4.41933 9.80982 7.52941 9.95142 -9.01525 5.30284 8.38975 2.21631 0.401558 -3.96114 5.66756 -1.53187
item2 4.60944 -6.59156 -0.493069 6.62099 9.98584 -2.73098 -3.27612 -5.08143 -9.20461 5.22557 8.21412 8.08318 -6.70163 7.03255 -9.17401 4.15564 8.05216 9.99555 -1.98173 2.47149
item1 9.80537 -4.45232 2.42291 -9.20988 -9.14948 0.812663 3.00643 1.25208 6.85152 -1.32601 9.72021 1.46096 2.08243 -0.772861 -1.91805 2.06827 6.49616 4.80583 6.98684 7.29155
item0 0.0314051 5.20096 5.37474 3.32977 2.23352 6.20073 -2.51459 0.285675 6.19627 5.50367 -7.24283 6.00164 -8.94865 5.18008 6.79176 -8.09813 -4.00726 -0.201815 3.15395 -7.15574
