Cosine LSH
90 998 460 264 169 21 
91 601 732 86 881 956 
92 462 382 215 480 964 
93 924 701 505 840 901 
94 11 327 228 467 639 
95 433 178 362 946 940 
96 11 346 938 673 760 
97 819 67 355 872 547 
98 679 754 808 203 146 
99 277 882 72 116 600 



Euclidean LSH
0 242 802 53 876 745 
1 954 991 827 894 98 
2 515 380 590 934 435 
3 206 728 590 934 730 
4 94 158 560 585 332 
5 415 254 579 619 899 
6 307 328 359 272 977 
7 760 270 376 645 443 
8 881 820 978 805 668 
9 939 606 992 751 300 
10 167 47 97 890 231 
11 727 555 211 159 842 
12 50 755 184 875 256 
13 404 791 822 940 461 
14 11 731 577 22 668 
15 774 882 893 963 982 
16 117 327 549 455 359 
17 73 344 962 298 708 
18 115 910 477 690 862 
19 155 443 726 97 581 
20 405 136 594 414 81 
21 100 697 560 907 978 
22 48 838 320 501 585 
23 66 552 850 207 987 
24 866 997 268 470 452 
25 975 697 988 565 818 
26 383 510 885 58 154 
27 920 565 29 957 368 
28 492 712 637 339 396 
29 456 139 216 32 27 
30 382 462 466 964 158 
31 256 136 833 21 264 
32 65 506 217 342 343 
33 960 579 528 257 984 
34 196 994 254 965 751 
35 678 295 452 163 816 
36 676 953 457 157 79 
37 795 793 686 769 969 
38 688 123 912 607 572 
39 881 626 259 998 805 
40 136 21 264 833 256 
41 734 59 717 464 136 
42 612 909 165 682 302 
43 150 581 885 873 226 
44 158 94 560 290 944 
45 67 602 585 932 179 
46 443 155 726 581 97 
47 301 897 745 217 456 
48 570 30 721 215 665 
49 527 480 90 753 218 
50 740 771 461 822 791 
51 808 560 158 94 774 
52 626 243 903 536 434 
53 47 701 840 901 505 
54 667 472 138 142 513 
55 151 359 272 977 569 
56 953 294 108 168 495 
57 494 238 322 472 914 
58 579 559 619 972 534 
59 771 79 791 461 475 
60 626 259 998 800 257 
61 140 788 948 361 549 
62 42 227 290 699 930 
63 319 252 109 91 173 
64 272 977 307 151 359 
65 332 930 521 699 65 
66 163 579 697 510 446 
67 314 93 348 246 871 
68 958 860 893 233 307 
69 581 155 97 726 781 
70 569 809 346 940 396 
71 17 436 103 89 430 
72 91 173 0 353 47 
73 845 874 986 813 797 
74 407 879 524 339 890 
75 787 520 95 421 206 
76 404 795 318 115 788 
77 910 51 320 999 100 
78 206 728 251 376 27 
79 552 30 463 666 107 
80 612 505 901 47 701 
81 81 405 136 414 478 
82 781 436 158 467 698 
83 325 90 894 5 262 
84 852 148 183 849 58 
85 557 840 300 311 589 
86 172 213 972 723 589 
87 121 590 610 999 549 
88 477 690 443 323 862 
89 946 178 940 362 433 
90 52 500 841 241 265 
91 215 242 563 912 856 
92 138 638 377 806 792 
93 202 938 827 71 605 
94 444 341 582 22 154 
95 168 668 740 765 45 
96 11 728 206 320 255 
97 210 914 238 597 322 
98 97 155 726 443 581 
99 996 819 355 547 787 



Hamming LSH
0 348 817 501 172 300 
1 862 472 536 544 884 
2 610 726 580 120 462 
3 163 779 711 290 726 
4 701 943 856 502 307 
5 957 228 191 721 164 
6 405 201 700 639 58 
7 896 501 394 903 651 
8 150 5 452 89 958 
9 976 136 908 593 804 
10 112 646 940 333 497 
11 675 803 948 9 504 
12 180 478 777 136 178 
13 357 365 528 928 334 
14 772 677 152 805 165 
15 238 531 375 515 229 
16 755 426 120 701 939 
17 92 546 256 717 917 
18 214 764 886 394 692 
19 666 586 517 276 442 
20 173 941 856 686 426 
21 977 755 753 710 766 
22 953 542 939 702 738 
23 408 475 647 467 787 
24 997 224 236 687 686 
25 923 279 453 636 795 
26 603 615 420 750 232 
27 232 382 673 221 286 
28 421 925 605 972 498 
29 222 382 711 89 166 
30 294 5 165 739 890 
31 307 176 643 253 936 
32 349 456 352 946 911 
33 344 90 392 777 676 
34 915 42 209 230 548 
35 740 159 46 600 337 
36 981 262 56 395 1 
37 538 675 265 514 596 
38 635 647 59 112 465 
39 222 143 421 115 794 
40 352 317 152 245 757 
41 64 535 650 128 694 
42 195 719 440 851 35 
43 358 545 172 502 953 
44 814 884 626 592 787 
45 28 878 514 530 302 
46 859 386 651 724 991 
47 651 698 59 6 483 
48 344 962 681 642 897 
49 941 374 714 700 781 
50 581 861 636 934 263 
51 29 207 612 894 121 
52 156 929 880 552 481 
53 519 42 937 447 404 
54 748 568 280 138 30 
55 739 139 504 598 722 
56 815 792 531 974 442 
57 249 364 958 3 382 
58 759 316 482 83 605 
59 786 855 198 264 570 
60 325 686 334 405 586 
61 28 591 661 507 861 
62 615 753 621 244 888 
63 706 958 121 762 399 
64 281 193 343 993 922 
65 652 955 823 726 974 
66 81 227 449 421 499 
67 873 586 659 771 315 
68 863 181 201 876 403 
69 825 347 320 553 36 
70 686 706 187 252 66 
71 482 603 694 958 579 
72 18 222 808 301 361 
73 99 709 388 464 124 
74 22 948 764 307 361 
75 42 486 625 813 531 
76 217 129 876 810 177 
77 282 942 683 904 841 
78 212 509 281 358 960 
79 330 122 988 45 281 
80 288 624 356 769 194 
81 362 290 992 620 202 
82 984 660 165 573 402 
83 179 290 853 410 519 
84 890 587 934 98 355 
85 677 993 890 699 804 
86 231 594 525 733 344 
87 652 615 962 933 376 
88 530 926 292 920 227 
89 172 775 812 64 103 
90 108 895 273 670 79 
91 174 89 728 659 950 
92 371 828 649 598 640 
93 87 151 466 404 823 
94 303 252 100 564 793 
95 521 905 969 827 328 
96 812 602 853 241 822 
97 309 352 798 778 895 
98 86 76 243 329 219 
99 300 11 52 991 755 



